,nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,Rwrist_y,Lshoulder_x,Lshoulder_y,Lelbow_x,Lelbow_y,Lwrist_x,Lwrist_y,Rhip_x,Rhip_y,Rknee_x,Rknee_y,Rankle_x,Rankle_y,Lhip_x,Lhip_y,Lknee_x,Lknee_y,Lankle_x,Lankle_y,Reye_x,Reye_y,Leye_x,Leye_y,Rear_x,Rear_y,Lear_x,Lear_y,class
0,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
1,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
2,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
3,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
4,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
5,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
6,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
7,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
8,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
9,0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
